0.000000000000000000e+00,0.000000000000000000e+00,1.100000000000000089e+00,1.100000000000000089e+00,9.362332405549205665e-05,0.000000000000000000e+00
7.371288264413579719e-03,-3.640844677634701432e-01,1.100000000000000089e+00,1.100000000000000089e+00,9.024809642548078015e-05,3.641590800148836182e-01
1.475467267303474765e-02,-7.281690812636186783e-01,1.100000000000000089e+00,1.100000000000000089e+00,8.574467123222600856e-05,7.283185507867941944e-01
2.214906020077962376e-02,-1.092253767632102690e+00,1.100000000000000089e+00,1.100000000000000089e+00,8.014316628173162420e-05,1.092478317667963772e+00
2.955350355925713546e-02,-1.456338599737265094e+00,1.100000000000000089e+00,1.100000000000000089e+00,7.360637084844640651e-05,1.456638434581517538e+00
3.696698259171170287e-02,-1.820423504710770191e+00,1.100000000000000089e+00,1.100000000000000089e+00,6.630682196591465593e-05,1.820798808182120698e+00
4.438847714142395151e-02,-2.184508409684267960e+00,1.100000000000000089e+00,1.100000000000000089e+00,5.260321839238891474e-05,2.184959345048640866e+00
5.181696705163107292e-02,-2.548593387526108867e+00,1.100000000000000089e+00,1.100000000000000089e+00,4.520125279111295599e-05,2.549120097399082852e+00
5.925143216561367526e-02,-2.912678219631271492e+00,1.100000000000000089e+00,1.100000000000000089e+00,3.761601423261512071e-05,2.913280825979987831e+00
6.669092519495173343e-02,-3.276763051736433674e+00,1.100000000000000089e+00,1.100000000000000089e+00,3.000351990821736959e-05,3.277441657242189610e+00
7.413435311457584886e-02,-3.640847738104917575e+00,1.100000000000000089e+00,1.100000000000000089e+00,2.240898265678263119e-05,3.641602423205839045e+00
8.158076863608770823e-02,-4.004932278736723639e+00,1.100000000000000089e+00,1.100000000000000089e+00,1.479688782892321514e-05,4.005763104541966158e+00
8.902915160273897066e-02,-4.369016600763522717e+00,1.100000000000000089e+00,1.100000000000000089e+00,7.193384683538852764e-06,4.369923607554761169e+00
9.647848185778855334e-02,-4.733100777053635966e+00,1.100000000000000089e+00,1.100000000000000089e+00,-4.192882065541796652e-07,4.734083984238028009e+00
1.039277392445025899e-01,-5.097184661870392652e+00,1.100000000000000089e+00,1.100000000000000089e+00,-8.031798388071796621e-06,5.098244068018328079e+00
1.113759764744755160e-01,-5.461268255213799883e+00,1.100000000000000089e+00,1.100000000000000089e+00,-1.563537438876146324e-05,5.462403839519357263e+00
1.188221005226307025e-01,-5.825351557083850551e+00,1.100000000000000089e+00,1.100000000000000089e+00,-2.324796401554565654e-05,5.826563276392739965e+00
1.262650912322198227e-01,-6.189434494612209292e+00,1.100000000000000089e+00,1.100000000000000089e+00,-3.086079642915446394e-05,6.190722284945297638e+00
1.337040741831945767e-01,-6.553517067798876106e+00,1.100000000000000089e+00,1.100000000000000089e+00,-3.847350768722577813e-05,6.554880847340265326e+00
